,中文,English
31916,厚道,kind
31917,默默无闻,Obscurity
31918,举枪,Raise the gun
31919,屠殺,Massacre
31920,白白浪费,Waste
31921,評論,Comments
31922,徒劳无功,In vain
31923,判決,Verdict
31924,斃,cut
31925,警务人员,Police Officer
31926,炖菜,stew
31927,琂,琂
31928,总台,Main Station
31929,得寸进尺,Pushing the limits
31930,白衣,White
31931,丙烷,Propane
31932,蛇头,Snakehead
31933,渭慰,Weiwei
31934,磖,Scan
31935,翻遍,Search through
31936,上給,Up
31937,补给品,Supplies
31938,卡萨诺瓦,Casanova
31939,餐饮,FOOD
31940,怮,Worry
31941,大马士革,Damascus
31942,发酵,Fermentation
31943,组织者,organizer
31944,瑜珈,Yoga
31945,代表作,Representative works
31946,晕头转向,dizzy
31947,恶达,Evil
31948,初戀,First Love
31949,投标,tender
31950,彷徨,Wandering
31951,這做,This is done
31952,人脑,Human Brain
31953,贝隆,Veron
31954,没喝,Didn't drink
31955,战俘营,Prisoner of War Camp
31956,卖场,Stores
31957,保护措施,Protective measures
31958,可憎,Hateful
31959,三遍,Three times
31960,保加利亚,Bulgaria
31961,行善,Do good deeds
31962,马诺洛,Manolo
31963,不太熟,Not very familiar
31964,呼喚,Call
31965,脑里,mind
31966,大不相同,Very different
31967,闹翻,Falling out
31968,怪诞,weird
31969,借问,Ask a question
31970,狩獵,Hunting
31971,球場,Stadium
31972,那刻,That moment
31973,宮,Palace
31974,冬儿,Winter
31975,再忍,Be patient
31976,变魔术,Magic tricks
31977,引退,retire
31978,树敌,make enemies
31979,种植园,Plantation
31980,憲法,Constitution
31981,拉罕,Lahan
31982,椒盐,Salt and pepper
31983,雪上加霜,Adding insult to injury
31984,润滑油,lubricating oil
31985,普兰,Plan
31986,一连,Company
31987,抉擇,Choice
31988,秃顶,Baldness
31989,腹肌,Abdominal muscles
31990,下节,Next section
31991,右眼,Right eye
31992,赛前,Pre-match
31993,热切,Eager
31994,报警器,Alarm
31995,软蛋,Soft Egg
31996,吉诺,Gino
31997,说得通,Makes sense
31998,所見,What I saw
31999,十八年,Eighteen years
32000,怎能不,How can I not
32001,一新,new
32002,朝前,Forward
32003,滑下去,Slide down
32004,喜怒无常,Moody
32005,开窗,Window
32006,九天,Nine Days
32007,武装部队,Armed Forces
32008,布什总统,President Bush
32009,人身攻击,Personal attacks
32010,关切,Concerns
32011,电死,Electrocution
32012,对冲,Hedging
32013,赛亚人,Saiyan
32014,淫妇,Adulteress
32015,问路,Ask for directions
32016,此举,The move
32017,洞察,Insights
32018,踏足,Set foot
32019,丧心病狂,frenzied
32020,開花,Flowering
32021,来客,Visitors
32022,布加勒斯特,Bucharest
32023,火龙,Fire Dragon
32024,特徵,Features
32025,礼帽,Top Hat
32026,疲累,Tired
32027,重归于好,Reconciliation
32028,他敢,He dares
32029,画笔,brush
32030,红茶,black tea
32031,報應,Retribution
32032,嬴,win
32033,会动,Will move
32034,新世纪,New Century
32035,擦洗,scrub
32036,雷优,Lei You
32037,预科,Foundation
32038,軌道,Track
32039,他放,He put
32040,奇奥,Qio
32041,摧,destroy
32042,搜到,Searched
32043,舱口,hatch
32044,浑身解数,All the tricks
32045,南北战争,Civil War
32046,老马,Old Horse
32047,多付,Overpayment
32048,售货员,Salesperson
32049,颇为,Quite
32050,无意间,Unintentionally
32051,擦鞋,Shoe Shine
32052,手提电脑,Laptop
32053,犯罪活动,Criminal activities
32054,这组,This group
32055,康涅狄格州,Connecticut
32056,號的,No.
32057,钱币,coin
32058,选择性,Selectivity
32059,同乡,Fellow townsman
32060,几近,Almost
32061,预,Pre
32062,驻地,station
32063,装扮成,Dress up as
32064,出聲,Speak
32065,气闸,Airlock
32066,乱马,Ranma
32067,阴郁,gloomy
32068,骄傲地,Proudly
32069,大碗,Large bowl
32070,收着,Collect
32071,十個,Ten
32072,諸位,All
32073,关键词,Keywords
32074,已逝,Died
32075,停到,Stop
32076,全军,The whole army
32077,電力,Electricity
32078,遥不可及,Out of reach
32079,族长,Patriarch
32080,甝,甝
32081,长凳,bench
32082,蒙古人,Mongol
32083,我祝,I wish
32084,罗德岛,Rhode Island
32085,摩阿迪巴,Moadiba
32086,尖塔,Spire
32087,门槛,threshold
32088,那俩,Those two
32089,势头,momentum
32090,改观,Change
32091,假人,dummy
32092,骆,Luo
32093,他朝,He
32094,著想,Thinking
32095,瑞特,Ritter
32096,抽奖,lottery
32097,佛德,Ford
32098,一概,All
32099,定点,Fixed point
32100,托莱多,Toledo
32101,实验品,Experimental
32102,会否,Will it?
32103,昼夜,day and night
32104,民意,public opinion
32105,罗文,Rowan
32106,戴米,Demi
32107,搞完,Finished
32108,水蛭,leech
32109,魔爪,Devil's claws
32110,第一次世界大战,World War I
32111,建在,Built on
32112,阿瑞斯,Ares
32113,运动服,Sportswear
32114,海利,Haley
32115,家时,Home
32116,瑪姬,Maggie
32117,非比寻常,Extraordinary
32118,市子,Shizi
32119,我练,I practice
32120,幾小時,A few hours
32121,眯,squint
32122,晚班,night shift
32123,狐狸精,Vixen
32124,社團,Societies
32125,雷神,Thor
32126,提督,Admiral
32127,缸,Cylinder
32128,脑壳,skull
32129,赫鲁晓夫,Khrushchev
32130,交锋,Confrontation
32131,哪部,Which
32132,减掉,Subtract
32133,沸,Boiling
32134,夥计,Partner
32135,炒作,Hype
32136,玦,Jue
32137,数十年,Decades
32138,坎宁,Canning
32139,白费力气,Wasted effort
32140,上能,Shangneng
32141,开普敦,Cape Town
32142,罗曼史,Romance
32143,會過,Will pass
32144,独行侠,The Lone Ranger
32145,洛克先生,Mr. Locke
32146,敦促,urge
32147,筂,Bamboo
32148,百慕大,Bermuda
32149,常春藤,ivy
32150,鞋印,Shoe prints
32151,一盏,One
32152,重蹈,repeat
32153,夺命,Deadly
32154,别拉,Belarus
32155,特异功能,Special Abilities
32156,锁部,Lock
32157,点烟,Light a cigarette
32158,说三道四,Gossip
32159,卡普兰,Kaplan
32160,涂上,Apply
32161,专题,Featured
32162,热能,Thermal Energy
32163,躬,bow
32164,出发点,Starting point
32165,吉格斯,Giggs
32166,离线,Offline
32167,獎勵,Rewards
32168,漤,未分
32169,投票权,Voting rights
32170,先天,innate
32171,樱井,Sakurai
32172,木浅,Muqian
32173,家政,Housekeeping
32174,就此结束,This is the end
32175,回教徒,Muslims
32176,原文,original
32177,不美,Not beautiful
32178,反响,repercussions
32179,套间,Suite
32180,痰,phlegm
32181,寮,Laos
32182,重开,Reopen
32183,规格,Specification
32184,妞兒,Girl
32185,世世代代,Generations
32186,舉動,Action
32187,以眼还眼,An Eye for an Eye
32188,摆明,Make it clear
32189,評估,evaluate
32190,棫,oak
32191,小道消息,Gossip
32192,丹特,Dante
32193,徇,Forensic
32194,臫,未分
32195,筆錢,Pen money
32196,温特斯,Winters
32197,布罗迪,Brody
32198,装个,Install
32199,艳,Gorgeous
32200,換成,Replace
32201,彦,Yan
32202,收尸,Collect the corpse
32203,连接起来,Connect
32204,钢琴课,Piano Lessons
32205,仁太,Renta
32206,还生,Resurrection
32207,驾驶证,Driver's license
32208,猴急,Monkey
32209,杰拉,Jera
32210,痊,recover from illness
32211,手來,Hands
32212,石灰,lime
32213,函,letter
32214,海盜,Pirates
32215,围捕,round up
32216,德米,Demi
32217,别错过,Don't miss it
32218,希波,Hippo
32219,赚来,Earn
32220,电视网,TV Network
32221,槍擊,Shooting
32222,供應,Supply
32223,不顧,Don't care
32224,難堪,Embarrassing
32225,穓,Li
32226,咬牙,Grit your teeth
32227,銷售,Sales
32228,农药,pesticide
32229,老糊涂,Old and confused
32230,一遭,Once
32231,我谨,I respectfully
32232,大龙,Big Dragon
32233,来来回回,Back and forth
32234,车场,Parking lot
32235,大伟,Dawei
32236,倒流,Backflow
32237,病重,Serious illness
32238,蟾蜍,toad
32239,遣,Send
32240,事时,Event
32241,拖出去,Drag it out
32242,掀开,Open
32243,抽出来,Pull it out
32244,周前,Week ago
32245,灵性,Spirituality
32246,狂怒,furious
32247,無選擇,No choice
32248,大队长,Captain
32249,全军覆没,completely annihilated
32250,反光,Reflective
32251,天下第一,No.1 in the world
32252,太软弱,Too weak
32253,麦肯纳,McKenna
32254,布拉沃,Bravo
32255,闺房,boudoir
32256,藤蔓,vine
32257,免疫力,Immunity
32258,挖走,Poach
32259,领悟到,Realize
32260,弑君,Regicide
32261,寒,cold
32262,飞鹰,Flying Eagle
32263,制订,Formulate
32264,呀呀,Yeah
32265,真幸福,So happy
32266,发愁,worry
32267,典禮,Ceremony
32268,得出结论,Draw Conclusion
32269,年輕,Young
32270,克西斯,xis
32271,行業,Industry
32272,算错,Miscalculation
32273,每一分,Every point
32274,教得,teach
32275,特克,Turk
32276,舞狮,Lion Dance
32277,太脏,Too dirty
32278,新片,New Movies
32279,幫手,Help
32280,挂钩,hook up
32281,就別,Just don't
32282,为数不多,Few
32283,症候群,Syndrome
32284,雷伊,Ray
32285,难以想像,Unimaginable
32286,鮮,Fresh
32287,右拳,Right Fist
32288,停滞不前,Stagnation
32289,帘子,curtain
32290,浓雾,Thick fog
32291,掌柜,Shopkeeper
32292,欺,bully
32293,男人婆,Tomboy
32294,行医,Practice Medicine
32295,視,View
32296,胃痛,stomachache
32297,沒開,Not open
32298,雇来,Hired
32299,吉迪恩,Gideon
32300,绝路,Dead End
32301,還未,Not yet
32302,转换成,Convert to
32303,全队,Team
32304,润滑,lubricating
32305,預定,Reservation
32306,報酬,reward
32307,衭,Physical
32308,我明,I know
32309,奉行,pursue
32310,有来,Yes
32311,随口,Random
32312,頁,Page
32313,过气,Outdated
32314,总该,Always
32315,自暴自弃,Self-abandonment
32316,地心引力,Gravity
32317,幕僚长,Chief of Staff
32318,放浪,dissolute
32319,特此,hereby
32320,莫过于,Nothing is more
32321,建筑工地,Construction Site
32322,熄掉,Turn off
32323,瘪,deflated
32324,硬是,Hardly
32325,空谈,Empty Talk
32326,狙擊手,Sniper
32327,十几,Ten
32328,這說,This says
32329,衝突,Conflict
32330,得动,Move
32331,拔刀斋,Battousai
32332,追得,Chase
32333,粘住,stick to
32334,摇摇,Shake
32335,助人,Helping others
32336,大时,Big time
32337,老豆,Old Bean
32338,转化成,Convert to
32339,自知之明,Self-knowledge
32340,致谢,Acknowledgements
32341,警棍,baton
32342,碍眼,Eyesore
32343,扣好,Buckle up
32344,狄兰,Dylan
32345,攻略,Strategy
32346,剖开,Cut open
32347,塞德,Sede
32348,手给,Hand giving
32349,芲,flower
32350,梅子,plum
32351,领着,Lead
32352,微粒,particle
32353,卫斯理,Wesley
32354,下线,Offline
32355,雕,Carving
32356,饮水,Drinking water
32357,贸然,hastily
32358,三枪,Three Guns
32359,终了,end
32360,海选,Audition
32361,推力,thrust
32362,弗勒,Fowler
32363,麦坤,McQueen
32364,模糊不清,Blurred
32365,韓,Korea
32366,茶餐厅,Tea Restaurant
32367,色情电影,Porn Movies
32368,加斯帕,Gaspar
32369,左眼,Left Eye
32370,沒收,Confiscated
32371,翻翻,Flip
32372,你介,You introduce
32373,宽慰,comfort
32374,那桌,That table
32375,蹦出来,Pop out
32376,下蛋,Laying eggs
32377,地球表面,Earth's surface
32378,便衣,plainclothes
32379,天主教会,Catholic Church
32380,阿忠,Ah Zhong
32381,大白,Big White
32382,下意识,Subconscious
32383,诧,surprised
32384,凱爾,Kyle
32385,大门口,The main entrance
32386,下部,lower part
32387,贝尔特,Belt
32388,崇尚,advocate
32389,火山灰,Volcanic ash
32390,旁听,Audit
32391,哥斯达黎加,costa rica
32392,以斯帖,Esther
32393,提醒您,Reminder
32394,交换条件,Exchange conditions
32395,隶属于,Affiliate
32396,母性,motherhood
32397,略有,Slightly
32398,格瑞斯,Grace
32399,綤,可
32400,开怀大笑,Laugh out loud
32401,漏气,Leakage
32402,莫斯利,Mosley
32403,公诉,public prosecution
32404,伯克利,Berkeley
32405,地面部队,Ground Forces
32406,瓦伊,Wai
32407,学姊,Senior
32408,放错,Misplaced
32409,很多遍,Many times
32410,邊緣,Edge
32411,看太多,Watch too much
32412,一缕,A ray of
32413,独生子,only son
32414,純潔,Pure
32415,活蹦乱跳,Lively
32416,遵守规则,Follow the rules
32417,马克西姆,Maxim
32418,围成,Enclosed
32419,基亚,Kiya
32420,宏大,grand
32421,公升,liter
32422,亲信,Confidant
32423,明日香,Asuka
32424,挪用,Misappropriation
32425,画上,Draw
32426,場合,occasion
32427,發過,Posted
32428,艾莉亚,Arya
32429,世娜,Shina
32430,劳里,Laurie
32431,記不起,Can't remember
32432,陷得,Trapped
32433,特派,Special Dispatch
32434,三根,Three roots
32435,老妹,Old sister
32436,雷姆,Rem
32437,防腐,Anti-corrosion
32438,滚下来,Roll Down
32439,脆饼,Shortbread
32440,说胡话,Talk nonsense
32441,盗窃案,Theft
32442,奈森,Nathan
32443,斗嘴,bicker
32444,西北部,Northwest
32445,我种,I plant
32446,無力,Weakness
32447,侦破,Detect
32448,迫切需要,Urgent need
32449,酸痛,sore
32450,堆里,Heap
32451,响子,Hibiki
32452,骗到,Cheated
32453,几多,How many
32454,保釋,Bail
32455,分工,Division of Labor
32456,包涵,Tolerance
32457,润滑剂,Lubricants
32458,火速,Fast
32459,降下来,Come down
32460,秃子,Bald
32461,小乖,Xiaoguai
32462,好烦,So annoying
32463,教導,Teaching
32464,蛤蜊,clams
32465,撅,stick up
32466,红鹰,Red Hawk
32467,宫中,Palace
32468,两句话,Two sentences
32469,違背,Violation
32470,下身,Lower body
32471,药都,Medicine Capital
32472,找別,Find another
32473,做礼拜,Worship
32474,心得,Experience
32475,爬行动物,Reptiles
32476,城池,city
32477,肠道,Intestinal
32478,俄克拉荷马州,Oklahoma
32479,跑遍,Run all over
32480,哈伦,Harlan
32481,磝,Clothing
32482,散个步,Take a walk
32483,抡,Swing
32484,卡斯滕,Karsten
32485,中伤,Slander
32486,转瞬即逝,Fleeting
32487,竤,未分
32488,试下,Try it
32489,蓝精灵,Smurfs
32490,之女,Daughter
32491,什幺,What
32492,之遥,Far
32493,牛粪,Cow dung
32494,继任者,Successor
32495,热茶,Hot tea
32496,哭诉,Cry
32497,动脉瘤,Aneurysm
32498,枪里,In the gun
32499,目瞪口呆,stunned
32500,群眾,Crowd
32501,当当,Dangdang
32502,名人堂,Hall of Fame
32503,长裤,trousers
32504,跑不动,Can't run
32505,后视镜,rearview mirror
32506,不問,Don't ask
32507,无精打采,Listless
32508,參議員,Senator
32509,仙尘,Fairy Dust
32510,美男子,handsome man
32511,圣塔,Holy Tower
32512,放著,Leave it alone
32513,之分,divided
32514,全包,All inclusive
32515,跳车,Jumping
32516,条线,Line
32517,三十天,Thirty days
32518,初选,Primary election
32519,还活,Still alive
32520,生殖,Reproduction
32521,懵,stupid
32522,洲际,intercontinental
32523,变色龙,chameleon
32524,连姆,Liam
32525,有福,Blessed
32526,亿人,100 million people
32527,六处,Six places
32528,紁,Silk
32529,穿梭机,Shuttle
32530,铁丝,iron wire
32531,先給,Give first
32532,童贞,virginity
32533,缩,Shrink
32534,障眼法,Smokescreen
32535,尼克尔,Nicole
32536,火苗,Flame
32537,女神像,Statue of the Goddess
32538,韋恩,Wayne
32539,闻所未闻,Unheard of
32540,订做,Customization
32541,在所不惜,At all costs
32542,类别,category
32543,历史课,History Lesson
32544,我握,I hold
32545,昹,Xuan
32546,校方,School
32547,相马,Soma
32548,无依无靠,No one to rely on
32549,博蒙特,Beaumont
32550,我太想,I want too much
32551,马马,Mama
32552,偽,Fake
32553,太沉重,Too heavy
32554,埋起来,Bury
32555,钱能,Money can
32556,热吻,Hot Kiss
32557,烙,Brand
32558,穆迪,Moody's
32559,学识,Knowledge
32560,五条,Gojo
32561,焰火,Fireworks
32562,检视,View
32563,配菜,Side dishes
32564,好牌,Good cards
32565,值夜班,Night shift
32566,印有,Printed
32567,好好笑,So funny
32568,水边,Waterside
32569,玛德琳,Madeline
32570,铺位,bunk
32571,癩,Sickness
32572,海神,Poseidon
32573,有利可图,profitable
32574,玸,玸
32575,突然袭击,Sudden attack
32576,退场,Exit
32577,資源,Resources
32578,吸走,Suck away
32579,虳,Pay
32580,极佳,Excellent
32581,搞些,Do some
32582,阿七,Ah Qi
32583,杀人灭口,Murder
32584,凱西,Cathy
32585,帕丁顿,Paddington
32586,在野党,Opposition parties
32587,吹气,Blow
32588,乱窜,Scurry
32589,仲裁,arbitration
32590,只带,Only bring
32591,详细情况,Details
32592,新秀,Rookie
32593,混音,Mixing
32594,还算,Still
32595,音乐吧,Music Bar
32596,兼顾,Take into account
32597,脱手,Get rid of
32598,困苦,hardship
32599,公证,notarization
32600,苏瓦,Suva
32601,变通,Flexibility
32602,闷热,Hot and humid
32603,好怀念,I miss you so much
32604,砉,rub
32605,神经科,Neurology
32606,长进,Growth
32607,毫无根据,No basis
32608,真話,The truth
32609,伤及,Injury
32610,狡诈,cunning
32611,樑,Beam
32612,等离子,Plasma
32613,碰碰,Bump
32614,拉动,Pull
32615,脊,ridge
32616,查利,Charlie
32617,米洛斯,Milos
32618,一触即发,On the verge of breaking out
32619,莱文,Levine
32620,暹罗,Siam
32621,尽心尽力,Do your best
32622,远大,Yuanda
32623,公馆,Mansion
32624,炸藥,Explosives
32625,康复中心,Rehabilitation Center
32626,窘境,Dilemma
32627,养过,Raised
32628,動起,Get started
32629,护林员,Ranger
32630,吵起来,Argue
32631,我来付,I'll pay
32632,去不成,Can't go
32633,疫情,epidemic
32634,社区服务,Community Service
32635,万吨,"10,000 tons"
32636,安全部门,Security Department
32637,会会,Meeting
32638,情敌,Love Rival
32639,活過,Live
32640,心力,Heart
32641,井井有条,Well-organized
32642,起飛,Take off
32643,冬,winter
32644,杀气,murderous look
32645,死刑犯,Death row
32646,马可士,Marcos
32647,特洛克,Turlock
32648,唾沫,saliva
32649,七仔,Qizai
32650,枕,pillow
32651,处刑,Execution
32652,才能救,To save
32653,教头,Coach
32654,这包,This package
32655,血浆,plasma
32656,转运,transport
32657,连带,Joint
32658,西尔维亚,Sylvia
32659,哄骗,Trick
32660,老顽固,Old stubborn
32661,比伯,Bieber
32662,权衡,trade off
32663,出生日期,Date of Birth
32664,肌肉男,Muscle Man
32665,弃船,Abandon Ship
32666,这手,This hand
32667,拖拉,drag
32668,异禀,Gifted
32669,官府,Government
32670,抄近路,Cutting corners
32671,山贼,Bandits
32672,火枪手,The Musketeers
32673,遺傳,Genetics
32674,费事,Trouble
32675,塑造成,Shaped into
32676,搅局,Disruption
32677,大罪,Big Sin
32678,陰謀,Conspiracy
32679,烈,strong
32680,哥伦比亚人,Colombian
32681,闖入,Break-in
32682,飙升,Soaring
32683,正站,Main Station
32684,放倒,Put down
32685,期刊,Journals
32686,二是,"Second,"
32687,再造,Reinvention
32688,瑞吉,St. Regis
