中文,English
背景音乐,Background Music
解藥,Antidote
对不上,I don't match
沃尔科特,Walcott
瓶装,bottled
这列,This column
拉蒙特,Lamont
连话都,Even the words
公益,Public Welfare
婆罗,Borneo
機長,Captain
历历在目,Vividly
贖罪,Atonement
钢琴师,Pianist
地死,Earth Death
量子力学,quantum mechanics
玪,南
奥图,Otto
屠,Tu
拉赫,Rach
戈斯,Goss
奇曼,Chiman
訴,Litigation
小卢,Little Lu
鲜红,Bright red
皮包骨,Skinny
關聯,Related
搞錯,Mistake
一个头,A head
养不起,Can't afford
付給,Pay
小英,Xiaoying
开户,Open an account
血染,Bloodstained
阿勝,Ah Sheng
米盖尔,Miguel
剿灭,Eliminate
滚下去,Get out of here
阿好,Ah Hao
外賣,Takeaway
巴厘,Bali
石田,Ishida
美国公司,American Company
圣旨,Imperial Edict
迪科,Dicko
快动,Fast Action
家禽,poultry
將他,Put him
想不开,take things too hard
布特,Bout
誓词,oath
用武之地,Place to use
走著,Walking
錄影,Video
相比之下,In contrast
那輛車,That car
兰斯洛特,Lancelot
降雨,Rainfall
皇军,Imperial Army
达里奥,Dario
男儿,Male
有条不紊,Be organized
暂住,Temporary stay
蕴藏,Contain
茶楼,Tea House
说话算数,Keep your word
躲避球,Dodgeball
設,Set
月刊,Monthly
每根,Each
卡明,Cumming
哲學,Philosophy
翻阅,Browse
导管,catheter
耶夫斯基,Yevski
引信,fuse
市區,Urban area
不告,No
墨染,Ink Dye
白板,Whiteboard
殘殺,Brutality
杏子,apricots
美莉,Meili
回天,Return to Heaven
导火索,fuse
坐過,Sit
耶诞,Christmas
脑瓜,Brain
赶跑,Drive away
永永远远,forever and ever
连尼,Lenny
长年,Long-term
控股,Holdings
温尼,Vinny
尺度,scale
罗兹,Lodz
生产商,Manufacturer
格瓦拉,Guevara
供货,Availability
那趟,That trip
半空中,Mid-air
體溫,Body temperature
无垠,Infinity
心安理得,Peace of mind
综合征,Syndrome
毛手毛脚,Clumsy
泰哥,Taige
七妹,Seventh Sister
贝尔斯,Bells
能装,Can be installed
听筒,earpiece
默罕,Mohammed
部里,Ministry
卡拉奇,Karachi
牵线,Matchmaking
偌珀,Roper
界定,Definition
木雕,Woodcarving
杰佛逊,Jefferson
卖座,Box office hit
無領,No collar
展露,Expose
哥谭,Gotham
离异,Divorce
避风港,haven
猜出,Guess
相告,Tell
塔吉,Taji
奧迪,Audi
蹈,Dance
罗伦斯,Lawrence
莊園,Manor
早退,Leave early
保安人员,Security personnel
阿雪,Axue
毕夫,Biff
独立战争,War of Independence
仲,Zhong
順序,Sequence
布罗德,Broad
克莱蒙,Clermont
氢气,hydrogen
雷達,Radar
史葛,Scott
一叠,A stack
鲁兹,Luz
过剩,excess
阿鲁,Aru
却成,But
播送,broadcast
特種,Special
路况,Road conditions
申先生,Mr. Shen
追过来,Chase over
狗血,Bloody
模擬,Simulation
哪出,Where
之行,Trip
娜斯,Nas
各界,all walks of life
瞺,blind
打成一片,Get together
步调,pace
翻天覆地,Earthshaking
编导,Director
伊丽娜,Irina
多条,Multiple
發什麼,What to send
凶徒,The murderer
建设性,Constructive
韦斯莱,Weasley
芳名,Famous name
侏罗纪,Jurassic
立功,Meritorious Service
十八个,Eighteen
三十八,XXXVIII
腓利,Philip
法特,Fate
在精神上,In spirit
心血来潮,On a whim
剛到,Just arrived
计算器,calculator
燒了,Burnt
财阀,Chaebol
小馬,Pony
许仙,Xu Xian
止血带,Tourniquet
黄先生,Mr. Huang
荡漾,Ripples
肣,南
现况,Current situation
鳌拜,Oboi
犊子,Calf
剩饭,Leftovers
肉卷,Meat Roll
净空,clearance
幸运星,Lucky Star
任何一方,Any party
小器,Small device
局限于,Limited to
喝到,Drink
僅,Only
一整瓶,A whole bottle
没装,Not installed
注意事项,Precautions
仇视,Hate
处子,Virgin
小豆,Adzuki beans
指给,Point to
大酱,Soybean paste
埃莉,Ellie
表现出色,Excellent performance
针锋相对,Tit for tat
口角,Spat
因该,Therefore
高材生,Top Student
人知,People know
但系,But
相随,Follow
霸王龙,Tyrannosaurus
红绿灯,traffic light
上画,Upper painting
韋,Wei
格局,pattern
人心惶惶,Panic
贝托,Beto
明妮,Minnie
正有,There is
减低,reduce
刀割,Knife cutting
那盒,That box
倾泻,pouring
滑翔机,Glider
給我點,Give me some
涩,astringent
建议您,Recommendations
羊皮纸,parchment
我闭,I close
铁锤,Hammer
導,Guide
这祥,This
清一色,All the same
縮,Shrink
昇,l
解放者,Liberator
直树,Naoki
艾卡,Aika
狄伦,Dylan
轉告,Tell
非常明显,Very obvious
再长,Longer
两亿,200 million
一盎司,1 ounce
英鎊,British Pound
几晚,A few nights
调低,Lower
名门,Famous Family
捏碎,crumb
图森,Tucson
歆,Xin
正途,Right Path
万名,Ten thousand
夺下,Take
优先级,Priority
一介,Ichisuke
陣,Array
领奖,Award
修缮,Repair
雄鸟,Male bird
易碎,fragile
挺舒服,Very comfortable
你並,You also
淡淡的,Light
旧时代,Old Times
重磅,Big News
胚子,Embryo
紙條,Note
鼠尾草,sage
颧骨,Zygomatic bone
无损,Lossless
一試,Try it
不告而别,Leave without saying goodbye
极少数,Very few
小島,island
最新进展,Latest Developments
鎗,Gun
免税,duty free
螛,Locust
乔布斯,Jobs
鬼门关,gate of hell
先请,Please
上学时,At school
揮,Swing
擁,Possession
罕有,rare
多高,How high
大威,Dawei
无味,Odorless
吞并,Annexation
裂口,gap
棍棒,Sticks
姨,Aunt
尝一尝,Try it
胚,embryo
停放,park
调去,Transfer
木质,Wood
肘,elbow
无业游民,Unemployed
换点,Change Point
两方,Both parties
亚德,Yad
寄到,Send to
干架,Fight
叫嚣,clamor
霍蘭,Holland
伶俐,Smart
花都,Huadu
非走不可,Must go
白骨,Bones
哈里发,caliph
答得,Answer
迪奇,Dickey
玛莉莎,Marissa
阿加莎,Agatha
松田,Matsuda
厭煩,Annoying
横幅,banner
约翰森,Johansen
升值,appreciation
途经,via
埃利希,Ehrlich
補習,Tutoring
换身,Body Change
豪瑟,Hauser
限期,deadline
姆斯基,Msky
行车,Driving
晨间,Morning
罪過,Sin
就医,Medical treatment
不亲,No
狼族,Wolf Tribe
瓜分,Divide
势均力敌,Equally matched
品脱,pint
击个,Hit
小直,Xiao Zhi
全说,All
玩忽职守,Negligence
学医,Study Medicine
别关,Don't turn it off
纵观,Overview
马太福音,Matthew
翻车,Rollover
踩踏,Trampling
张口,Open mouth
回落,Falling back
太旧,too old
吐出,Spit out
有興趣,Interested
湿气,moisture
悲痛欲绝,Grief
巫医,Witch Doctor
售卖,sell
贊,Like
欧律狄,Eurydice
攔住,Stop
绞刑架,Gallows
砖块,Bricks
甲状腺,thyroid
幽暗,Dark
马山,Masan
影射,Innuendo
瑾,Jin
呼应,echo
一去不复返,Gone forever
惟一,Only
邪神,Evil God
阿列克谢,Alexey
法朗,Franc
快脱,Quickly take off
用量,Dosage
拉拉队长,Cheerleader
花費,Spending
重重的,Heavy
电厂,Power Plant
停用,Deactivate
還從,Also from
蜜月旅行,Honeymoon
登月舱,Lunar Module
无情地,Ruthlessly
末尾,end
會為,Will
小黄,Little Yellow
红外,Infrared
桐原,Kirihara
第二段,Paragraph 2
鲜奶油,Whipped cream
哈比人,Hobbit
焦炭,Coke
索伦,Solon
媲美,Comparable
博伊,Boy
戴爾,Dell
盖勒,Geller
火场,Fire scene
面包机,Bread Maker
方尖碑,Obelisk
小儿,Children
酥皮,Puff Pastry
妇孺,Women and children
半死不活,Half dead
冲澡,Shower
斯内普,Snape
电视新闻,TV News
接地,Grounding
美籍,American
息怒,Calm down
机械化,Mechanization
不死心,Don't give up
砂,sand
鞋店,shoe store
追兵,Pursuers
跳上来,Jump up
實家,Real Home
麻美,Asami
還沒來,Not here yet
杜利,Dooley
金门,Kinmen
登山者,Mountain Climber
山脚下,At the foot of the mountain
晴子,Haruko
坚定不移,Unwavering
自告奋勇,Volunteer
凱撒,Caesar
白银,silver
杀人不眨眼,Kill without blinking an eye
毛伊,Maui
十有八九,Nine out of ten
词典,dictionary
洄,whirl
文身,Tattoo
发信,Send a letter
出窍,Out-of-body experience
巴恩,Bath
人全,All
坐视,Sit back and watch
送上去,Send it up
养殖,Farming
撇,Apostrophe
預料,Anticipate
做何,What to do
摇曳,Sway
落井下石,Add insult to injury
指挥家,Conductor
这点儿,This point
罗摩,Rama
马诺,Mano
特林,Tring
科学技术,Science and Technology
简单明了,Simple and clear
贤狼,Wise Wolf
很巧,What a coincidence
营里,Camp
小椿,Xiaochun
光溜溜,naked
水声,Water Sound
现场报导,On-site report
小铃,Xiaoling
二头肌,Biceps
花些,Spend some
各式,Various
自杀身亡,Suicide
禁制令,Injunction
富家,Rich Family
摩天轮,Ferris Wheel
扮演着,Playing
梅铎,Murdoch
傳遞,Delivery
临癘,Clinical
美好生活,Good Life
雀鹰,sparrow hawk
古董店,Antique Shop
雄心壮志,Ambitions
静下心来,Calm down
青豆,Haricot vert
察,Observation
还记,Remember
各州,States
脑电波,Brain waves
病理,pathology
会进,Will enter
科蒂,Coty
青菜,Green vegetables
在所难免,Inevitable
爵爷,Sir
酋長,Chief
浓郁,Rich
狮群,Lion pride
水电,Hydropower
我滴,I drop
真知,True Knowledge
骡,Mule
最老,Oldest
恥辱,Shame
马可斯,Marcos
祝你成功,Wish you success
肩部,Shoulders
彼尔汗,Birhan
太感謝,Thank you very much
回扣,rebate
杂乱,Clutter
特攻,Special attack
一百八十,One hundred and eighty
性事,Sex
进修,Further studies
昆斯,Quince
甘油,glycerin
青色,blue
借机,Take the opportunity
犯病,fall ill
警車,Police car
神勇,Brave
受限,Restricted
木卫三,Ganymede
居民区,Residential area
出洋相,Make a fool of yourself
祈愿,Pray
仁兄,My dear
特迪,Teddy
发仔,Fa Zai
受累,Involvement
萨满,Shaman
膝下,Knee
随时奉陪,Always at your service
冠稱,Title
这见,This see
选得,Select
真琴,Makoto
指日可待,Just around the corner
而家,Home
义和团,Boxer Rebellion
撵走,Drive away
凤姐,Fengjie
美丽动人,Beautiful
只许,Only
撒过,Spread
圖片,Pictures
热舞,Hot Dance
紧凑,compact
活尸,Zombie
愿人,Wish
岂能,How can
持有者,Holder
熟女,MILF
会因,Will be due to
弹道导弹,Ballistic Missiles
惡意,Malice
闪避,dodge
空控,Air Control
不周,Not perfect
坑洞,Potholes
卡塞尔,Kassel
蝉,cicada
时雄,Tokio
开家,Opening a home
弗雷斯,Fres
伯利恒,Bethlehem
失踪者,Missing Persons
会起,Will rise
铁头,Iron Head
军令,Military Order
攻克,capture
划桨,paddle
拦不住,Can't stop
消防栓,fire hydrant
韦克斯勒,Wexler
浑,muddy
葛瑞丝,Grace
呱,quack
日向,Hinata
黄铜,brass
码线,Yard Line
奎斯特,Quest
繁体,Traditional
容身,Shelter
帕米拉,Pamela
曉,Xiao
根肋骨,Root rib
来开,Come open
大麦,barley
有风,Windy
撮,pinch
看走眼,Misjudgment
遗留下来,Legacy
毕沙罗,Pissarro
诚心诚意,Sincerity
坦诚相待,Be honest
阿努,Anu
摄像师,Videographer
情郎,Lover
诉求,Demand
希腊文,Greek
恕罪,Forgiveness
浪荡,dissolute
米色,Beige
根深蒂固,ingrained
礤,vast
花莲,Hualien
钻进去,Get in
较真,Be serious
婉转,Tactful
一蹶不振,Failure
收買,Purchase
不发,Not sent
试点,Pilot
时薪,Hourly wage
波罗的海,Baltic Sea
懒人,Lazy
血亲,Blood relatives
掃描,Scan
复数,plural
有权有势,Powerful
捌,eight
围起来,Fenced
眼红,Red eyes
芝湖,Zhihu
淡出,fade out
巡抚,Governor
自然资源,Natural Resources
较劲,Compete
功勞,Merit
凑热闹,Join in the fun
说老实话,To be honest
演艺事业,Acting career
停船,Stopping the ship
掛,Hang
老鸨,The old procuress
记得住,Remember
跳槽,Job hopping
海鸟,Seabirds
八爪,Octopus
有客,There are guests
德伯,Deborah
产出,output
两班,Two shifts
杨家,Yang Family
沒禮貌,Impolite
预付款,Prepayment
锈,rust
伺机,Waiting for an opportunity
个人隐私,Privacy
背离,Divergence
疑难杂症,Difficult and complicated diseases
週六,Saturday
你许,You
走钢丝,Walking a tightrope
恩点,Grace
离过婚,Divorced
生命安全,Life Safety
幫幫忙,Help
杰勒德,Gerard
遂,Then
叙利亚人,Syrian
天上飞,Fly in the sky
熊仔俠,Bear Cub
违禁,Prohibited
路费,Travel expenses
两圈,Two laps
注視,Attention
布袋,Cloth bag
鬼佬,Ghost
预报,forecast
之屋,house
金波,Jin Bo
风凉话,Cold talk
兩倍,Twice
业余爱好,Hobbies
车恩尚,Cha Eun-sang
爱德华多,Eduardo
萨顿,Sutton
拉乌,Raou
带出,Bring out
功臣,Hero
凯子,Kaizi
有礼,Polite
睁一只眼,Open one eye
猶太,Jewish
塞迪,Sadie
势必,is bound to
心律,Heart rhythm
崔普,Trip
還我,Give it back to me
終身,Lifelong
上野,Ueno
暴龙蛋,Tyrannosaurus Egg
殖民者,Colonists
推他,Push him
蹄,hoof
染发,Hair Coloring
大款,Big money
见上帝,See God
装车,Loading
幼年,childhood
婶,aunt
布娃娃,Ragdoll
美極,Beautiful
那什麼,So
樂队,Band
加价,Price increase
第一本,The first
西洋棋,chess
無疑,No doubt
大计,Big plan
我仅,I only
急死了,I'm so anxious
黏住,Stick
玛克辛,Maxine
苦战,Hard fight
相見,Meet
摩拉,Mora
会费,Membership Fees
血汗钱,Hard-earned money
分段,Segmentation
你加,You add
姐们,Sisters
拖后腿,Holding back
胸骨,sternum
别向,Don't
某羽,A certain feather
抠门,stingy
不交,No
嘴角,Corners of mouth
廟,Temple
遍体鳞伤,covered with wounds
真家伙,Real guy
寿星,Birthday
光線,Light
說定,Determined
莎侬,Shannon
制伏,subdue
亚戈,Yago
农,Farmer
哈巴狗,Pug
后撤,Retreat
地鼠,Gopher
赔上,Pay
只留,Only stay
朴鲁圭,Park Ru-gyu
起得,Get up
关塔那摩,Guantanamo
心想事成,May all your wishes come true
守旧,conservative
馀,Remaining
放声,Let your voice out
彬,Bin
元音,vowel
庆功宴,Celebration Banquet
恨之入骨,Hate it to the core
靠邊,Move over
所願,Wish
諒,Forgive
新发明,New inventions
开裂,Cracking
藍伯特,Lambert
一千五,One thousand and five
酒囊饭袋,Good-for-nothing
感化院,Reformatory
兔肉,rabbit
亚伯特,Albert
外型,Appearance
一尊,One
摩利,Morley
败诉,Lost
坐监,Jail
一隊,Team
果果,Guoguo
利剑,Sword
新鲜感,Freshness
早該,long overdue
植物园,Botanical Gardens
反动,reactionary
就餐,Dining
任何迹象,Any signs
说动,Speak
少点,Less
海冰,Sea ice
一醉方休,Get drunk
小惠,Xiaohui
地检,Ground Inspection
虾子,Shrimp
爱默生,Emerson
巴拉克,Barak
民主党人,democrat
蚕,silkworm
劳顿,Lawton
億元,100 million yuan
应许,The Promise
渔业,Fisheries
麻省,Massachusetts
盲眼,Blindness
底牌,The trump card
沫,foam
艾米麗,Emily
老頭子,Old Man
令人羡慕,Envious
门将,Goalkeeper
保留地,Reserve
排气,exhaust
三等,Third Class
助兴,Add to the fun
叙叙旧,Reminiscing about old times
冻坏,Frozen
作伪证,Perjury
难保,Hard to guarantee
装进去,Put it in
战果,Results
老早,Old
環節,Links
没写,Not written
史派,Spei
中选,Selected
加农炮,Cannon
裁掉,Cut off
君上,Your Excellency
爭吵,Argument
雷波,Lei Bo
駆,駆
贤,Xian
返乡,Returning Home
屈尊,Condescend
心腹,Confidant
罗夫,Rove
我發,I send
美国国会,U.S. Congress
信以为真,Believe it
花火,fireworks
收费站,Toll booths
恐吓信,Threatening letter
週一,Monday
那使,That makes
不知去向,Disappeared
孕,pregnant
喪失,Lost
欲罢不能,Can't stop
航空局,Aviation Administration
好多天,Many days
他定,He decided
萨罗,Salo
自闭,Autism
決鬥,Duel
对立面,opposite
斯奈德,Snyder
他問,He asked
阿一,Ayi
阿云,Ayun
哈雅,Haya
和好如初,Reconciliation
武士刀,Katana
第一把,The first
糊里糊涂,Confused
要換,To change
陪著,Accompany
别介,Don't introduce
宗教仪式,Religious ceremonies
远走,Go Far Away
康涅狄格,Connecticut
丈母娘,Mother-in-law
半自动,Semi-automatic
赌神,God of Gamblers
防水布,Waterproof cloth
奥娜,Oona
英理,Yingli
比利时人,Belgian
贪吃,Gluttony
赚了钱,Made money
评断,Judgement
压在,Pressed
買下,Buy
直行,straight
珠宝商,jeweler
傳送,Send
梵语,Sanskrit
自食其力,Self-reliance
鱼头,Fish Head
舞男,gigolo
岛崎,Shimazaki
老说,Old saying
熔炉,furnace
